•	City: guangzhou
•		•	[food] Taotaoju | tags: cantonese, dim_sum, traditional, breakfast, casual | excellence: 0.90
•	[food] Bi Kahvalti Breakfast Street | tags: turkish_breakfast, beşiktaş, spread, local, brunch | excellence: 0.90  
•	[food] Balık Ekmek Stand | tags: fish_sandwich, street_food, marina, casual, quick_bite | excellence: 0.88  
•	[food] Simit Vendors | tags: street_food, bread_ring, sesame, local, snack | excellence: 0.88  
•	[food] Börek Stall | tags: pastry, savory, street_food, local, casual | excellence: 0.87  
•	[food] Meşhur Özcan Turşu | tags: pickle_juice, traditional_drink, local, casual, snack | excellence: 0.85  
•	[food] Meshur Menemenci | tags: menemen, egg_dish, breakfast, traditional, casual | excellence: 0.86  
•	[food] Ekspres İnegöl Köftecisi | tags: köfte, meatballs, local, casual, lunch | excellence: 0.87  
•	[food] Balıkçı Lokantası (Kadıköy) | tags: fish_restaurant, seafood, local, dinner, authentic | excellence: 0.90  
•	[food] Turkish Coffee House | tags: coffee, turkish_coffee, tradition, casual, cafe | excellence: 0.84
•	[food] Rakı and Meze Bar | tags: rakı, meze, drinks, social, dinner | excellence: 0.83
•	[food] Vegan Bistro Istanbul | tags: vegan, modern, casual, lunch, healthy | excellence: 0.80
•	[food] Turkish Delight Shop | tags: lokum, sweets, traditional, casual, gift | excellence: 0.82
•	[food] Istanbul Kebab Cafe | tags: kebab, casual, local, lunch, quick_bite | excellence: 0.81  
•	[food] Mivan Restaurant & Cafe | tags: cafe, dinner, modern, casual, local | excellence: 0.82  
•	[food] Last Ottoman Cafe & Restaurant | tags: turkish, dinner, elegant, local, refined | excellence: 0.83  
•	[food] Street Lahmacun Stand | tags: lahmacun, flatbread, street_food, casual, local | excellence: 0.85
•	[culture] Hagia Sophia | tags: ancient, mosque, museum, unesco, landmark | excellence: 0.98  
•	[culture] Topkapi Palace | tags: palace, ottoman_history, museum, heritage, landmark | excellence: 0.97  
•	[culture] Blue Mosque | tags: mosque, ottoman_architecture, spiritual, heritage, landmark | excellence: 0.96  
•	[culture] Basilica Cistern | tags: underground, byzantine, engineering, historic, unique | excellence: 0.94  
•	[culture] Grand Bazaar | tags: market, historic, shopping, tradition, vibrant | excellence: 0.95  
•	[culture] Dolmabahçe Palace | tags: palace, ottoman_modern, architecture, heritage, historic | excellence: 0.93  
•	[culture] Galata Tower | tags: tower, skyline, view, medieval, iconic | excellence: 0.92  
•	[culture] Süleymaniye Mosque | tags: mosque, ottoman, architecture, heritage, spiritual | excellence: 0.94  
•	[culture] Archaeology Museum | tags: museum, artifacts, history, educational, cultural | excellence: 0.91  
•	[culture] Spice Bazaar | tags: bazaar, spices, market, culture, aromatic | excellence: 0.93  
•	[culture] Istanbul Modern Art Museum | tags: modern_art, museum, contemporary, exhibits, cultural | excellence: 0.90
•	[culture] Sakıp Sabancı Museum | tags: art_museum, collections, cultural, gardens, heritage | excellence: 0.89  
•	[culture] Chora Church (Kariye Mosque) | tags: byzantine_mosaics, history, art, spiritual, heritage | excellence: 0.91  
•	[culture] Istanbul Maritime Museum | tags: maritime_history, museum, cultural, exhibits, naval | excellence: 0.88
•	[culture] Fener & Balat Historic District | tags: historic_neighborhood, colorful, heritage, urban, cultural | excellence: 0.90  
•	[culture] Princes’ Islands Trip | tags: islands, ferry, scenic, leisure, historic | excellence: 0.90  
•	[culture] Taksim Square | tags: square, urban, social, iconic, cultural | excellence: 0.89
•	[walk] Bosphorus Riverside Promenade | tags: walk, sea_views, scenic, sunset, relaxed | excellence: 0.94
•	[walk] Sultanahmet Historic Loop | tags: walk, historic, architecture, heritage, daytime | excellence: 0.95
•	[walk] Galata Bridge Stroll | tags: walk, bridge, urban, photography, daytime | excellence: 0.92
•	[walk] Istiklal Avenue Walk | tags: walk, boulevard, shopping, urban, lively | excellence: 0.93
•	[walk] Kadıköy Street Food Walk | tags: walk, local_life, market_food, casual, daytime | excellence: 0.91  
•	[walk] Balat Neighborhood Stroll | tags: walk, colorful, heritage, urban, daytime | excellence: 0.90  
•	[walk] Spice Bazaar to Eminönü Path | tags: walk, market, heritage, sea_breeze, daytime | excellence: 0.92
•	[walk] Ortaköy Waterfront Walk | tags: walk, boats, coffee, scenic, sunset | excellence: 0.90
•	[walk] Princes’ Islands Walk | tags: walk, ferry_access, scenic, seaside, daytime | excellence: 0.93  
•	[walk] Tünel to Karaköy Path | tags: walk, historic, funicular, urban, daytime | excellence: 0.89
•	[walk] Çukurcuma Antique Lane | tags: walk, antiques, vintage, quirky, daytime | excellence: 0.88
•	[walk] Moda Promenade | tags: walk, sea_breeze, cafes, relaxed, sunset | excellence: 0.90  



City: singapore
•	[food] Hawker Chan Soya Sauce Chicken Rice | tags: hawker_food, chicken_rice, local, street_food, casual | excellence: 0.92
•	[food] Tian Tian Hainanese Chicken Rice | tags: hawker_food, chicken_rice, iconic, local, casual | excellence: 0.91
•	[food] Maxwell Food Centre Stalls | tags: hawker_centre, street_food, local_variety, casual, lunch | excellence: 0.90
•	[food] Old Airport Road Hawker Centre | tags: hawker_centre, local_specialties, casual, varied, lunch | excellence: 0.89
•	[food] Geylang Serai Market Stalls | tags: malay_food, hawker_food, spicy, local, casual | excellence: 0.88
•	[food] Chinatown Complex Food Centre | tags: street_food, diverse, local, casual, lunch | excellence: 0.90
•	[food] Newton Food Centre | tags: satay, seafood, hawker_food, casual, night | excellence: 0.89
•	[food] Jumbo Seafood | tags: chilli_crab, seafood, dinner, local, refined | excellence: 0.94
•	[food] Long Beach Seafood | tags: black_pepper_crab, seafood, dinner, local, classic | excellence: 0.92
•	[food] Candlenut | tags: peranakan, michelin, refined, dinner, culinary | excellence: 0.95
•	[food] Odette | tags: fine_dining, michelin_three_star, contemporary, dinner, elegant | excellence: 0.98
•	[food] Burnt Ends | tags: modern_bbq, refined, dinner, creative, popular | excellence: 0.96
•	[food] Labyrinth | tags: modern_singaporean, creative, tasting_menu, dinner, refined | excellence: 0.94
•	[food] Din Tai Fung | tags: taiwanese, dumplings, international, casual, lunch | excellence: 0.88
•	[food] Lady M Orchard | tags: desserts, mille_crepe, pastry, contemporary, casual | excellence: 0.85
•	[food] Ya Kun Kaya Toast | tags: kopitiam, breakfast, kaya_toast, coffee, casual | excellence: 0.87
•	[food] Killiney Kopitiam | tags: kopitiam, kaya_toast, coffee, heritage, casual | excellence: 0.86
•	[food] PS.Cafe Ann Siang Hill | tags: cafe, brunch, greenery, stylish, casual | excellence: 0.88
•	[food] Jollibean Soy Beancurd | tags: dessert, tofu, local, casual, sweet | excellence: 0.82
•	[food] Potato Head Singapore | tags: all_day_dining, bar, social, modern, casual | excellence: 0.84
•	[food] Little India Arcade Bites | tags: indian_food, snacks, local, vibrant, casual | excellence: 0.83
•	[food] Arab Street Cafés | tags: middle_eastern, casual, vibrant, local, lunch | excellence: 0.82
•	[culture] Gardens by the Bay | tags: botanic_gardens, futuristic, greenery, cultural, iconic | excellence: 0.97
•	[culture] Marina Bay Sands SkyPark | tags: observation_deck, skyline, modern, landmark, view | excellence: 0.95
•	[culture] Merlion Park | tags: waterfront, landmark, photo_spot, heritage, iconic | excellence: 0.93
•	[culture] ArtScience Museum | tags: modern_art, architecture, exhibits, cultural, innovation | excellence: 0.91
•	[culture] National Gallery Singapore | tags: art_museum, southeast_asian_art, cultural, heritage, exhibits | excellence: 0.94
•	[culture] Singapore Botanic Gardens | tags: unesco, botanic_garden, orchids, greenery, calm | excellence: 0.96
•	[culture] Chinatown Heritage Centre | tags: museum, history, culture, local_life, exhibits | excellence: 0.90
•	[culture] Little India District | tags: historic_neighbourhood, culture, indian_influence, vibrant, food | excellence: 0.91
•	[culture] Kampong Glam & Sultan Mosque | tags: heritage, muslim_quarter, architecture, cultural, vibrant | excellence: 0.90
•	[culture] National Museum of Singapore | tags: museum, history, interactive, cultural, educational | excellence: 0.92
•	[culture] Asian Civilisations Museum | tags: asian_art, history, cultural, exhibits, educational | excellence: 0.91
•	[culture] Fort Canning Park | tags: heritage_park, history, greenery, ruins, outdoor | excellence: 0.89
•	[culture] Buddha Tooth Relic Temple | tags: temple, buddhist, heritage, spiritual, cultural | excellence: 0.90
•	[culture] Haw Par Villa | tags: theme_park, folklore, cultural_art, quirky, heritage | excellence: 0.88
•	[culture] Sentosa Island | tags: island, beach, entertainment, leisure, attractions | excellence: 0.93
•	[culture] Universal Studios Singapore | tags: theme_park, rides, family_fun, entertainment, modern | excellence: 0.92  
•	[culture] Singapore Flyer | tags: observation_wheel, views, skyline, modern, attraction | excellence: 0.92
•	[culture] Esplanade – Theatres on the Bay | tags: performing_arts, architecture, cultural, shows, urban | excellence: 0.90
•	[walk] Marina Bay Waterfront Walk | tags: walk, skyline, riverfront, scenic, daytime | excellence: 0.95
•	[walk] Helix Bridge Path | tags: walk, architecture, river, modern, scenic | excellence: 0.93
•	[walk] Orchard Road Stroll | tags: walk, shopping, urban, vibrant, daytime | excellence: 0.90
•	[walk] Chinatown & Telok Ayer Walk | tags: walk, heritage, food, urban, cultural | excellence: 0.92
•	[walk] Little India Food Walk | tags: walk, indian_flavours, market, vibrant, daytime | excellence: 0.91
•	[walk] Kampong Glam Heritage Walk | tags: walk, heritage, murals, culture, urban | excellence: 0.90
•	[walk] Southern Ridges Trail | tags: walk, green_trail, nature, hill_views, outdoor | excellence: 0.89  
•	[walk] East Coast Parkway Path | tags: walk, seaside, cycling, scenic, sunset | excellence: 0.90 ] Sentosa Boardwalk | tags: walk, beach, leisure, scenic, daytime | excellence: 0.93
•	[walk] Gardens by the Bay Supertree Grove Walk | tags: walk, vertical_gardens, lights, evening, scenic | excellence: 0.94
•	[walk] Fort Canning Heritage Loop | tags: walk, history, garden, outdoor, relaxed | excellence: 0.89
•	[walk] Punggol Waterway Walk | tags: walk, water, greenery, cycling, relaxed | excellence: 0.88
•	[walk] Southern Waterfront Promenade | tags: walk, marina, modern, sunset, casual | excellence: 0.91



City: new_york
	•	[food] Joe’s Pizza | tags: pizza, slice, italian_american, casual, local | excellence: 0.89
	•	[food] Prince Street Pizza | tags: pizza, square_slice, casual, iconic, lunch | excellence: 0.88
	•	[food] Katz’s Delicatessen | tags: deli, pastrami, jewish_cuisine, casual, heritage | excellence: 0.93
	•	[food] Russ & Daughters | tags: bagel, smoked_fish, jewish_cuisine, brunch, heritage | excellence: 0.90
	•	[food] Ess-a-Bagel | tags: bagel, breakfast, classic, casual, local | excellence: 0.88
	•	[food] Peter Luger Steak House | tags: steakhouse, porterhouse, classic, refined, dinner | excellence: 0.94
	•	[food] Le Bernardin | tags: french_seafood, fine_dining, michelin, refined, dinner | excellence: 0.97
	•	[food] Atomix | tags: korean_fine_dining, tasting_menu, modern, refined, dinner | excellence: 0.96
	•	[food] Carbone | tags: italian_american, classic, refined, dinner, heritage | excellence: 0.91
	•	[food] Momofuku Noodle Bar | tags: asian_fusion, noodles, casual, creative, lunch | excellence: 0.89
	•	[food] Xi’an Famous Foods | tags: chinese, noodles, spicy, casual, local | excellence: 0.86
	•	[food] The Halal Guys | tags: street_food, halal_platter, casual, iconic, local | excellence: 0.87
	•	[food] Gray’s Papaya | tags: hot_dog, street_food, casual, quick_bite, local | excellence: 0.85
	•	[food] Sarge’s Deli & Diner | tags: deli, classic_american, sandwich, breakfast, casual | excellence: 0.87
	•	[food] Chelsea Market Food Hall | tags: market_food, varied_cuisine, casual, local, lunch | excellence: 0.89
	•	[food] Amy’s Bread | tags: bakery, artisan_bread, pastry, casual, local | excellence: 0.86
	•	[food] Uncle Boons | tags: thai, casual, creative, dinner, lively | excellence: 0.87
	•	[food] Dominique Ansel Bakery | tags: bakery, desserts, creative, casual, iconic | excellence: 0.88
	•	[food] Magnolia Bakery | tags: dessert, cupcakes, sweets, casual, classic | excellence: 0.84
	•	[food] Shake Shack Madison Square | tags: burger, fast_casual, local, casual, lunch | excellence: 0.85
	•	[food] Los Tacos No.1 | tags: mexican, tacos, street_food, casual, local | excellence: 0.88
	•	[food] Blue Hill | tags: farm_to_table, american, refined, seasonal, dinner | excellence: 0.92
	•	[culture] Statue of Liberty | tags: landmark, historic, immigration, iconic, unesco | excellence: 0.98
	•	[culture] Ellis Island Immigration Museum | tags: museum, immigration, history, cultural, heritage | excellence: 0.95
	•	[culture] Central Park | tags: urban_park, greenery, recreation, iconic, cultural | excellence: 0.96
	•	[culture] Times Square | tags: public_square, neon, entertainment, urban, iconic | excellence: 0.93
	•	[culture] Empire State Building | tags: skyscraper, observation_deck, skyline, historic, iconic | excellence: 0.94
	•	[culture] The Metropolitan Museum of Art | tags: art_museum, classics, exhibits, cultural, heritage | excellence: 0.95
	•	[culture] Museum of Modern Art | tags: modern_art, museum, iconic, cultural, exhibits | excellence: 0.93
	•	[culture] Brooklyn Bridge | tags: bridge, historic, landmark, architecture, iconic | excellence: 0.92
	•	[culture] 9/11 Memorial & Museum | tags: memorial, history, reflection, cultural, solemn | excellence: 0.94
	•	[culture] Broadway Theatre District | tags: theatre, performance, entertainment, cultural, iconic | excellence: 0.93
	•	[culture] The High Line | tags: elevated_park, urban_design, modern, cultural, scenic | excellence: 0.91
	•	[culture] One World Observatory | tags: observation_deck, skyline, modern, landmark, view | excellence: 0.92
	•	[culture] Solomon R. Guggenheim Museum | tags: art_museum, architecture, modern, cultural, iconic | excellence: 0.90
	•	[culture] Whitney Museum of American Art | tags: american_art, contemporary, cultural, exhibits, modern | excellence: 0.89
	•	[culture] Lincoln Center | tags: performing_arts, opera, music, cultural, landmark | excellence: 0.91
	•	[culture] Coney Island | tags: seaside, amusement, historic, leisure, cultural | excellence: 0.88
	•	[culture] Tenement Museum | tags: social_history, immigration, museum, cultural, educational | excellence: 0.90
	•	[culture] Wall Street | tags: financial_district, history, urban, landmark, iconic | excellence: 0.87
	•	[walk] Central Park Loop Walk | tags: walk, park, greenery, relaxed, daytime | excellence: 0.96
	•	[walk] Brooklyn Bridge Promenade | tags: walk, bridge, skyline, photography, daytime | excellence: 0.94
	•	[walk] High Line Stroll | tags: walk, elevated_park, urban, scenic, daytime | excellence: 0.93
	•	[walk] Times Square Night Walk | tags: walk, lights, urban, iconic, night | excellence: 0.92
	•	[walk] Hudson River Greenway | tags: walk, river, scenic, leisure, daytime | excellence: 0.91
	•	[walk] Riverside Park Path | tags: walk, park, river, calm, daytime | excellence: 0.89
	•	[walk] Soho & West Village Lanes | tags: walk, boutiques, cafes, urban, daytime | excellence: 0.90
	•	[walk] DUMBO Waterfront Walk | tags: walk, waterfront, skyline, photography, daytime | excellence: 0.92
	•	[walk] Battery Park Promenade | tags: walk, harbor, views, sunset, relaxed | excellence: 0.91
	•	[walk] Harlem Neighborhood Walk | tags: walk, cultural_history, streets, local_life, daytime | excellence: 0.88
